colorIdentity,types,convertedManaCost,rarity,flavorText,sentiment,intensity
White,Creature,5.0,uncommon,Few can withstand the wrath of the righteous.,0.0,0.0
Blue,Creature,5.0,common,Few dare to brave the Dakra Isles. Those who return are forever changed.,0.5267,0.5267
Red,Sorcery,6.0,uncommon,"Few entrances lead to where demons and devils lurk. Unfortunately, they occasionally open new ones.",-0.7845,0.7845
Red,Creature,3.0,common,"Few ever see this particular breed of kavu, which hides in forests of its own making.",-0.1779,0.1779
Red,Creature,5.0,uncommon,"Few have seen the inner workings of Ravnica's furnaces, but neighboring districts catch brief glimpses in the horrors that escape the flames.",-0.6124,0.6124
Green,Creature,5.0,rare,"Few of Rath's rivers follow a steady course, so many new channels are carved for them.",0.0,0.0
Green,Sorcery,8.0,rare,"Few remember the exploits of Dakkon's grandmother, Eunice Blackblade.",-0.34,0.34
Red,Creature,4.0,rare,Few swim in a place of such thirst.,0.0,0.0
Blue,Sorcery,9.0,mythic,Few things are more valuable than time or money—and Leovold has plenty of both.,0.5256,0.5256
Blue,Enchantment,5.0,rare,"Few things are truly ""lost""",0.4404,0.4404
Blue,Sorcery,11.0,mythic,Few truly live in the moment.,0.4404,0.4404
White,Sorcery,7.0,rare,Few understand the DCI's rigorous decision-making process.,-0.2732,0.2732
White,Creature,2.0,common,"Few warriors dare to challenge a knight of Capashen. Should one do so, there is one fewer.",0.0772,0.0772
Black,Instant,3.0,common,Few who cross Phage have the chance to repeat the mistake.,-0.1027,0.1027
Green,Enchantment,3.0,rare,"Few who encounter the strange, human-like grove leave once the lilting chorus of the dryads reaches their ears.",-0.2023,0.2023
Red,Creature,2.0,uncommon,"Fierce when roused, this breed of kavu is easily distracted by a strong voice or melodic tune.",0.5106,0.5106
Green,Sorcery,3.0,rare,Fierce winds ripped across the tropical landscape. What they did not destroy with their fiery breath was washed away by torrential rain.,0.1154,0.1154
Red,Creature,2.0,rare,Fight mischief with mischief.,-0.765,0.765
Green,Creature,2.0,common,"Fight with a friend at your back, steel in your hands, and magic in your veins. —Quirion creed",0.1531,0.1531
White,Enchantment,5.0,uncommon,Fighting for the right reason is itself a source of strength.,0.1779,0.1779
White,Instant,5.0,common,"Find your center, and you will find your way.",0.0,0.0
Red,Creature,4.0,common,"Finders, keepers.",0.0,0.0
Red,Creature,4.0,rare,"Finding themselves in a new and unexplored world, they immediately set it on fire.",-0.34,0.34
Red,Creature,5.0,uncommon,"Fire Elementals are ruthless infernos, annihilating and consuming their foes in a frenzied holocaust. Crackling and blazing, they sear swift, terrible paths, leaving the land charred and scorched in their wake.",-0.7717,0.7717
Blue,Instant,1.0,uncommon,"Fire can be savage, but it is fickle. Water is always true, its flow steady and world-shaping.",0.25,0.25
Red,Creature,5.0,uncommon,"Fire elementals are ruthless infernos, annihilating and consuming their foes in a frenzied holocaust. Crackling and blazing, they sear swift, terrible paths, leaving the land charred and scorched in their wake.",-0.7717,0.7717
Red,Sorcery,2.0,common,Fire finds its form in the heat of the forge.,-0.34,0.34
Red,Sorcery,6.0,rare,"Fire is always at the top of the food chain, and it has a big appetite.",-0.1531,0.1531
Red,Creature,3.0,uncommon,Fire is never a gentle master.,-0.5867,0.5867
White,Creature,2.0,rare,"Fire is the test of gold; adversity of strong men. - Seneca, ""On Providence,""",-0.2263,0.2263
Red,Instant,2.0,common,Fire leads to more fire.,-0.624,0.624
Red,Sorcery,1.0,uncommon,Fire never dies alone.,-0.168,0.168
Red,Creature,3.0,mythic,Fire to destroy. Fire to create.,-0.7351,0.7351
White,Creature,6.0,mythic,First among equals.,0.0,0.0
Black,Enchantment,3.0,uncommon,First death. Then Shauku.,-0.5994,0.5994
Red,Creature,2.0,rare,"First name, Danger. Last name, Danger.",-0.7783,0.7783
Red,Sorcery,2.0,uncommon,"First the insult, then the encore.",-0.5106,0.5106
Blue,Instant,5.0,rare,"First the insult, then the injury.",-0.7269,0.7269
Red,Sorcery,5.0,common,"First the thunder, then the rain.",0.0,0.0
Green,Instant,3.0,common,First you lose your enemy's trail. Then you lose all sense of direction. Then you hear the growls . . .,-0.6597,0.6597
Black,Sorcery,6.0,common,First your whole life flashes before your eyes. Then you have considerable time to reflect on every regret as you plummet.,-0.4215,0.4215
Blue,Instant,4.0,common,"First, dispose of the evidence. Then dispose of your knowledge of the disposal.",0.0,0.0
Green,Sorcery,5.0,rare,"First, whispers of ancient days. Then, visions of things to come.",0.2263,0.2263
Green,Creature,2.0,common,"Fish and bear paws—one can't have both. —Chinese idiom meaning ""you can't have it both ways""",0.0,0.0
Green,Creature,3.0,uncommon,Five hundred years to grow—barely a minute to eat.,0.0,0.0
Red,Instant,2.0,uncommon,"Five-toed grave —Kithkin phrase meaning ""a giant's footprint""",-0.3818,0.3818
Red,Creature,4.0,rare,Flame chooses its own course.,0.0,0.0
Red,Instant,2.0,common,Flame doesn't kneel to Phyrexia.,0.0,0.0
Red,Creature,4.0,uncommon,Flamekins' fires burn cool until they decide otherwise.,0.3182,0.3182
White,Creature,3.0,uncommon,Flash like daybreak to the fray. —Motto of the Knights of Dawn,0.3612,0.3612
Green,Enchantment,2.0,uncommon,Flavorful aromas beckon many a salivating maw.,0.0,0.0
White,Instant,5.0,uncommon,Flesh can be tempered by spellcraft and forged ever stronger by the hammers of foes.,-0.1027,0.1027
Black,Enchantment,1.0,common,Flesh wounds are meaningless to those who discard their flesh so readily.,-0.5994,0.5994
Black,Sorcery,1.0,common,"Flittersprites collect unusually valuable things: coins of fallen empires, baby teeth, and memories of treasured names.",0.6697,0.6697
Red,Creature,4.0,common,"Flog was out of his league—this game wasn't up his alley, but the team couldn't spare him if he split.",0.0,0.0
Red,Creature,3.0,common,Flowstone troops are notoriously difficult to keep in formation.,-0.3612,0.3612
Red,Creature,2.0,uncommon,"Flurk's crude goblin language didn't differentiate between ""I bring the flame""",-0.5719,0.5719
Blue,Creature,2.0,common,"Fog haunts the streets, rendering familiar as otherworldly, changing neighbors into shadows, and muffling cries for help.",-0.25,0.25
White,Creature,5.0,uncommon,"Follow the light. In its absence, follow her.",0.0,0.0
Blue,Creature,3.0,common,"Follow the pathmage —Otarian expression meaning ""escape quickly""",0.1779,0.1779
White,Creature,2.0,common,"Followers of Tourach regarded all other religions equally: with open contempt. Not so the followers of Leitbur, who made it their mission to eradicate the Order of the Ebon Hand.",-0.1531,0.1531
White,Creature,4.0,uncommon,"Following the battle of Redcliffs, both Liu Bei and Sun Quan coveted the province of Jingzhou. After Sun Quan's troops failed to capture it, Liu Bei's succeeded.",-0.4767,0.4767
Green,Sorcery,5.0,common,"Following the sun's cycle, harvest season comes once a year—unless the druids bid the sun behave otherwise.",0.0,0.0
Red,Creature,3.0,uncommon,"Foolishly, Najib retreated to his castle at El-Abar; the next morning he was dead. In just one night, the dwarven forces had reduced the mighty walls to mere rubble.",-0.7964,0.7964
Red,Creature,5.0,common,Fools believe that Kolaghan's brood follows lightning storms. The wise know that it is the other way around.,-0.0258,0.0258
Blue,Creature,3.0,rare,Fools surrender their sanity to his riddles. Even greater fools try to solve them.,-0.4767,0.4767
Green,Sorcery,5.0,uncommon,"For Mittens, it was just another day at the beach.",0.0,0.0
Red,Sorcery,1.0,rare,"For Sarkhan Vol, the dragon is the purest expression of life's savage splendor.",0.25,0.25
Black,Sorcery,4.0,uncommon,"For a ghoul, every village is a buffet and every disaster is a reunion.",-0.6249,0.6249
White,Instant,3.0,uncommon,"For a moment they stood tall, all fear forgotten.",-0.6249,0.6249
Blue,Enchantment,2.0,common,"For a moment, Urza thought not of war and destruction, but of the freedom of the skies.",0.7596,0.7596
Black,Sorcery,5.0,common,"For a price, the floating city of High and Dry offers all the amenities a pirate could want: rest, recreation, and revenge.",-0.4767,0.4767
Black,Sorcery,2.0,common,"For a sharp second, Selenia froze, and Crovax's blade found home, As the angel shattered like glass, Crovax felt his mind collapse—the curse had been fulfilled.",-0.3182,0.3182
Black,Sorcery,2.0,common,"For a sharp second, Selenia froze, and Crovax's blade found home. As the angel shattered like glass, Crovax felt his mind collapse—the curse had been fulfilled.",-0.3182,0.3182
Green,Land,0.0,rare,"For all its traps and defenses, Yavimaya has its havens, too.",0.1779,0.1779
Blue,Enchantment,3.0,common,"For cryomancers, studying the Ice Age isn't just an academic exercise.",0.0,0.0
Red,Creature,4.0,common,"For devils, burning things is the highest form of comedy, diversion, and artistic expression.",-0.296,0.296
Red,Creature,4.0,rare,"For dim-witted, thick-skulled genetic mutants, they have pretty good aim. —Sisay",0.7269,0.7269
Black,Creature,2.0,common,"For disfigured elves, there are few choices beyond death or nettlevine.",-0.5994,0.5994
Green,Creature,6.0,rare,"For each creature that arrives in its audience, the sage imparts another piece of ancient wisdom for all to hear.",0.5267,0.5267
Red,Instant,2.0,rare,"For every action, there is a swifter and more violent reaction.",-0.6361,0.6361
White,Creature,2.0,rare,"For every wound there is a blessing; for every death, a reckoning.",-0.1779,0.1779
Blue,Creature,6.0,common,"For generations, the inhabitants of Orvada have hungered for turtle soup. For generations, the turtles have frustrated their ambitions.",-0.5267,0.5267
Red,Sorcery,6.0,rare,"For goblins, quantity is quality.",0.0,0.0
White,Creature,3.0,uncommon,"For good or ill, most fae can't resist meddling in the adventures of any knight they meet.",0.3612,0.3612
Green,Creature,4.0,common,"For his crimes, he was made to forget all the trolls' secrets. Now he knows only that he is outcast, but not why.",-0.1154,0.1154
Red,Sorcery,8.0,rare,"For his family, Barrin made a funeral pyre of Tolaria.",-0.3612,0.3612
Black,Creature,2.0,common,"For many years, servant mummies toiled in the mines to extract lazotep. The emergence of the Eternals revealed the sacred substance's true purpose.",0.4215,0.4215
Red,Creature,3.0,rare,"For millennia they wandered from plane to plane, devouring all metal. Finally, their wanderings are over.",0.0,0.0
Green,Creature,5.0,uncommon,"For most, war is a calamity. For some, an opportunity. And for the very few, a pleasure.",0.3788,0.3788
Red,Creature,4.0,uncommon,"For once, Squee realized, he wasn't the dumb one.",0.4023,0.4023
White,Instant,1.0,common,"For peace of mind, they mustered for war.",-0.1027,0.1027
Blue,Enchantment,2.0,common,"For sale: Complete wizard's library. Rare scrolls, grimoires, and works of ancient spellcrafting! Slightly abridged.",0.0,0.0
Blue,Creature,4.0,mythic,"For some creatures, existing is only a whim.",0.0,0.0
White,Creature,4.0,common,"For some customers, the old apothecary shop still opens its doors.",0.0,0.0
Black,Creature,2.0,common,"For some goods, the best couriers are the dead.",-0.0258,0.0258
Blue,Enchantment,4.0,uncommon,"For some of Ghirapur's aerowrights, building thopters is a byproduct of larger construction efforts.",0.0,0.0
Red,Creature,1.0,common,"For some reason, goblin fighting school isn't as crowded on day two.",-0.3612,0.3612
Blue,Creature,5.0,common,"For stitchers and necro-alchemists, it's important that work can continue at all hours.",0.2023,0.2023
Blue,Instant,2.0,uncommon,"For the Azorius, the law can be a physical shield against chaos and anarchy.",-0.5719,0.5719
White,Creature,4.0,common,"For the Legion of Dusk, the Immortal Sun is a source of eternal life. When they reclaim it, they will no longer be forced to subsist on the blood of the wicked.",-0.765,0.765
Blue,Creature,2.0,common,"For the River Heralds, the Immortal Sun is an object of terror and devastation. The idea that anyone would retrieve it for their own use is utterly abhorrent.",-0.8622,0.8622
Green,Creature,2.0,common,"For the Sun Empire, the Immortal Sun is a symbol of national identity. When they reclaim it, the Empire will flourish once more.",0.25,0.25
Blue,Creature,2.0,rare,"For the chronatog, there is no meal like the present.",0.0772,0.0772
White,Instant,2.0,uncommon,"For the first and last time, the horrific creature experienced terror.",-0.8316,0.8316
Blue,Instant,2.0,uncommon,"For the first time in her life, Vraska tried to prevent death.",-0.5859,0.5859
White,Enchantment,2.0,common,"For the first time in his life, Grakk felt a little warm and fuzzy inside.",0.1548,0.1548
Green,Sorcery,2.0,common,"For the first time in many years, Elspeth asked for help.",0.4019,0.4019
Black,Creature,2.0,uncommon,For the mind-minded mastermind.,0.0,0.0
Black,Creature,3.0,rare,"For the necromancer barons, killing and recruitment are one and the same.",-0.6597,0.6597
Blue,Creature,5.0,rare,"For the right price, he'll unlock your path to the throne.",0.0,0.0
Red,Creature,1.0,common,"For them, the only honorable death is one that leaves a crater.",-0.1027,0.1027
White,Enchantment,3.0,common,"For those who reach enlightenment, violence is an unnecessary distraction.",-0.765,0.765
Black,Enchantment,1.0,uncommon,"For vampires, blood carries more than life. Memories long eroded from the minds of bloodchiefs can be reclaimed from the veins of their sired kin.",0.0,0.0
Red,Enchantment,4.0,uncommon,"Forever after, she lived in fear of the madness reclaiming her.",-0.7269,0.7269
Black,Sorcery,3.0,common,Forever restless. Forever growing in number.,-0.0258,0.0258
White,Creature,2.0,common,"Formerly oppressed by the polis of Meletis, leonin occasionally ""mistake""",-0.4767,0.4767
Green,Enchantment,1.0,common,Fortified by the wilds.,0.0,0.0
Green,Creature,5.0,rare,"Fortunately for it, Mirrodin is a plane without salt.",0.0,0.0
Red,Creature,4.0,common,"Fortunately, Hill Giants have large blind spots in which a human can easily hide. Unfortunately, these blind spots are beneath the bottoms of their feet.",-0.7269,0.7269
Red,Creature,4.0,common,"Fortunately, hill giants have large blind spots in which a human can easily hide. Unfortunately, these blind spots are beneath the bottoms of their feet.",-0.7269,0.7269
Black,Instant,1.0,common,Foul-Tongue shamans draw their powers from a dark twisting of the Draconic language.,0.0,0.0
Blue,Creature,4.0,common,"Foul-tempered, poorly trained, and mule-stubborn, the drake is the perfect test of the master's will.",0.5719,0.5719
Black,Enchantment,3.0,common,Fouler than a necromancer's kiss. —Jamuraan expression,0.4215,0.4215
White,Creature,4.0,common,"Four claws, two wings, one beak, no fear.",-0.6597,0.6597
Black,Creature,2.0,uncommon,"Four generations ago, old Split-Tail stole a bundle of scrolls from the Minamo School. Soon after, the first nezumi shamans were born.",0.0,0.0
Green,Creature,4.0,rare,"Four gray trees and a long, coiling snake. What am I? —Zhalfirin riddle",0.0,0.0
Blue,Sorcery,2.0,common,"Four little goblins, trapped by the sea. One teased a serpent, and then there were three.",-0.651,0.651
Red,Creature,3.0,common,"Four things that never meet do here unite To shed my blood and to ravage my heart, A radiant brow and tresses that beguile And rosy cheeks and a glittering smile."" —The Arabian Nights, trans. Haddawy",0.4767,0.4767
Black,Creature,3.0,rare,Four walls and a roof won't provide safety from that which is buried.,-0.3252,0.3252
Blue,Sorcery,2.0,rare,"Fragments of thought refract and multiply, surging in a geyser of dizzying insight.",0.0,0.0
Red,Instant,1.0,common,"Free from Consulate regulations, renegade-built automatons push performance to the limit.",0.5106,0.5106
Red,Creature,1.0,common,"Freed from their chains, these dwarves are bound only by honor.",0.7096,0.7096
Red,Creature,3.0,common,"Freed from their respective labs, the two weirds formed a partnership, feeding on the arcane energies of war.",0.2263,0.2263
Black,Creature,4.0,uncommon,"Freshly promoted to ""first rock""",0.4215,0.4215
Green,Sorcery,5.0,common,Freyalise bought the planeswalkers the time they needed by clearing a path through the misshapen hell of Phyrexia.,-0.6808,0.6808
Green,Enchantment,4.0,rare,"Freyalise promised a dawn that would never end, a day of limitless life. As many dread her promise as revere it.",0.2023,0.2023
Green,Enchantment,3.0,rare,Freyalise strengthens her faithful.,0.7096,0.7096
Blue,Enchantment,3.0,rare,Friends teach what you want to know. Enemies teach what you need to know.,0.0516,0.0516
Green,Creature,4.0,rare,"From Gaea grew the world, and the world was silent. From Gaea grew the world's elves, and the world was silent no more. —Elvish teaching",-0.296,0.296
Green,Creature,2.0,uncommon,"From Tin Street to the Outcast Mansions, she walks unbidden and unbound, her graceful silence never shaken by the riot of city life around her.",-0.0971,0.0971
Red,Sorcery,4.0,uncommon,From a marvel of magical mechanization to a smoking stack of scrap in one easy step.,0.6908,0.6908
Green,Enchantment,4.0,rare,"From a whisper to a roar, the call is heard by all and refused by none.",-0.296,0.296
Green,Creature,4.0,rare,"From deep in the caves beneath the forest, the hierophants planned the druids' raids against the enemy.",-0.5423,0.5423
Green,Creature,3.0,uncommon,"From each seed, a world. From each world, a thousand seeds.",0.0,0.0
Black,Creature,2.0,common,From every shadow came the dull scratch of teeth on bones.,-0.4019,0.4019
Green,Creature,2.0,common,"From her sunsail tent high above the forest floor, an elf harkener can hear the footfalls of a single creature through the cacophony of Naya's jungle sounds.",0.0,0.0
Blue,Creature,4.0,common,"From its cocoon, a flurry takes flight.",0.0,0.0
Blue,Creature,5.0,rare,From its maw comes neither word nor whisper—only wind.,0.0,0.0
Green,Enchantment,6.0,rare,From mite to mighty.,0.0,0.0
White,Creature,5.0,mythic,From mortal hope immortal power springs.,0.5994,0.5994
Blue,Creature,6.0,rare,From nothing came teeth.,0.0,0.0
Black,Creature,5.0,common,"From nothingness, sustenance.",0.0,0.0
Green,Sorcery,5.0,rare,"From the Radix at the hub of the Tangle all the way out to the Edges of Forgetting, a Viridian elf's life is built around the temporary.",0.0,0.0
White,Creature,3.0,common,"From the eyes up, it's solid bone and stubbornness.",-0.128,0.128
Red,Sorcery,5.0,common,From the heart of the mountain into the heart of the mage.,0.0,0.0
Green,Creature,4.0,common,"From the highest tiers of Dawn's Light Palace to the deepest shade of Wren's Run, the silver notes of the horn shimmer through the air, and all who hear it feel its pull.",0.0,0.0
Green,Enchantment,4.0,common,"From the jagged peaks of Stensia, to the tangled woods of Kessig, to the bogs of Nephalia, the Gavony Riders prepare for all terrain.",0.0,0.0
Black,Creature,4.0,common,"From the mists it rises, into the mists it retreats; through the mists it walks, fearless and unseen.",0.4404,0.4404
Blue,Instant,2.0,uncommon,"From the moment the first Eldrazi spawn squirmed free, everything on Zendikar took on an adjusted meaning, a new slant toward or away from the waking giants.",0.5106,0.5106
White,Creature,6.0,uncommon,"From the moment they swore their oaths, they belonged to their lord, sword and soul.",0.0,0.0
Blue,Creature,3.0,common,"From the murk of Mephidross to the heart of Kuldotha, the vedalken send their servants forth to gather knowledge from every inch of Mirrodin.",0.0,0.0
Black,Creature,3.0,common,"From the perpetual shadowsmoke that hung above the ship, a silent form emerged, lips curled with malice and anticipation.",0.1027,0.1027
Black,Creature,2.0,rare,"From the remnants of the dead, Geth forged a swarm to safeguard his throne.",-0.4019,0.4019
Green,Instant,5.0,common,"From the seeds of faith, great forests grow.",0.7845,0.7845
Blue,Creature,6.0,uncommon,"From the time they are hatchlings, river drakes are taught to pull the largest prey from the Luxa.",0.0,0.0
Blue,Creature,4.0,common,"From their mountain aeries, aven scholars see far more than the distant horizon.",0.0,0.0
Blue,Creature,5.0,rare,"From time, knowledge. From knowledge, power.",0.0,0.0
Red,Instant,2.0,uncommon,From trinket to trauma.,-0.4215,0.4215
Black,Enchantment,2.0,common,"From within its prison, the book endlessly whispers words of cruelty and spite.",-0.891,0.891
Red,Sorcery,3.0,uncommon,"Frorn didn't want to be kept, but he didn't want to be thrown back either.",-0.1139,0.1139
White,Enchantment,2.0,common,"Frozen by conscience, Karn did not resist as the moggs carried him to the Predator.",0.0,0.0
Green,Creature,6.0,common,"Fruits for friends, fists for foes.",0.0258,0.0258
Black,Sorcery,2.0,common,"Frustrated with Cao Cao's control of the imperial court, Emperor Xian secretly issued an edict condemning him, using his own blood as ink.",-0.5267,0.5267
White,Creature,5.0,common,"Funded by the Azorius to keep current maps of the undercity, the Boros nav squads survey even the most unsavory areas.",-0.4927,0.4927
Black,Sorcery,3.0,common,Funerary masks help the newly dead resist the erosion of memory and identity in the Underworld.,-0.3818,0.3818
Red,Creature,4.0,uncommon,Funny how money and war travel so well together.,0.101,0.101
Red,Creature,4.0,common,Furnace air crackles with magmatic cackles.,0.0,0.0
Blue,Sorcery,1.0,rare,"Future, past, and present become one in the blink of an eye.",0.0,0.0
Green,Sorcery,4.0,common,Gackt came to regret keeping his pet toads on his head.,-0.4215,0.4215
Green,Instant,2.0,uncommon,Gaea battles rampant death with abundant life.,-0.7579,0.7579
Green,Creature,3.0,rare,Gaea needs no book to record every act.,-0.296,0.296
Black,Enchantment,2.0,common,"Gatha showed remarkable prowess in increasing his subjects' stature. Their lifespans, however, were another matter.",0.5719,0.5719
Red,Creature,5.0,rare,Gatha survived as long as he did by giving all Keld's predators exactly what they wanted.,0.6908,0.6908
Red,Instant,1.0,common,Geist-powered devices have no shortage of fuel.,-0.4939,0.4939
Green,Creature,2.0,uncommon,Geists of the hanged often haunt the tree on which they died.,-0.743,0.743
White,Enchantment,2.0,common,Geists seeking redemption must first be given the opportunity.,0.4215,0.4215
Green,Instant,2.0,common,"Gelfruit grows abundantly wherever Sylvok druids live, as if the Tangle knows that humans are not as hardy as the beasts or as nimble as the elves.",-0.3089,0.3089
Green,Enchantment,2.0,uncommon,"Gemini (May 21—June 21) This week is a good time to branch out and meet others, but don't forget your roots. Avoid commitments and open flame.",0.2261,0.2261
Red,Creature,2.0,common,Generations of genetic weeding have given rise to the deviously cowardly Ironclaw clan.,-0.3818,0.3818
Red,Creature,2.0,common,"Generations of genetic weeding have given rise to the deviously cowardly Ironclaw clan. To say that Orcs in general are vicious, depraved, and ignoble does not do justice to the Ironclaw.",-0.783,0.783
Blue,Instant,2.0,common,"Genius is finding the edge of what's possible, then jumping over it.",0.0,0.0
Blue,Sorcery,1.0,common,"Genius is overrated, especially when it's someone else's.",0.0,0.0
White,Enchantment,1.0,rare,"Gerrard grinned and drew his sword. ""This won't be a fair fight,""",0.0356,0.0356
Blue,Enchantment,2.0,uncommon,"Gerrard hesitated, looking up at the enemy ship. The future hesitated with him, changed forever by the pause.",-0.7964,0.7964
Green,Sorcery,6.0,rare,"Gerrard knew little of Ramos, the sky god they worshiped. But he felt the power of the chant.",0.4118,0.4118
Red,Creature,2.0,common,"Gerrard looked all around for the source of the mysterious pulse, and at that moment the slivers boiled forth from the crevasses.",0.0,0.0
White,Instant,2.0,uncommon,"Gerrard offered no defense to Orim's condemnation; the mission was under his command, and he was responsible.",-0.4939,0.4939
Black,Enchantment,3.0,rare,Gerrard realized that the helpless woman they'd rescued from Rath was nothing of the sort.,-0.0516,0.0516
Blue,Sorcery,3.0,rare,Gerrard savored a grim smile as the Phyrexian portals disappeared behind the Weatherlight.,-0.4767,0.4767
Red,Instant,3.0,common,"Gerrard shook his head as the ground rushed to meet him. ""This,""",-0.1027,0.1027
Red,Enchantment,3.0,rare,"Gerrard studied the globe as Mirri kept watch. Suddenly, his eyes widened. ""This is Dominaria!""",0.0,0.0
Blue,Enchantment,5.0,rare,"Gerrard was the Mercadian soldiers' greatest hero; they followed him blindly. When he left, they stumbled around blindly.",0.8316,0.8316
Green,Sorcery,2.0,uncommon,"Gerrard's heart ached, recalling the living wreath Mirri laid for her dead kin. No such memorial was left for her in Rath.",-0.8442,0.8442
Green,Sorcery,2.0,common,Get in touch with your inner monster.,0.0,0.0
Black,Instant,3.0,uncommon,"Getting ""Gotcha'ed""",0.0,0.0
Blue,Instant,1.0,common,Getting in was the easy part. Getting out proved to be more difficult.,0.0276,0.0276
Black,Creature,3.0,common,"Ghouls are often found skulking on the fringes of great battles, showing themselves only to snatch the wounded and weak, dragging their victims screaming into the shadows.",-0.6486,0.6486
Red,Creature,4.0,rare,Giant-sized body. Goblin-sized brain.,0.0,0.0
White,Instant,4.0,common,Giants and pit spawn attempted to topple the cathedral's pillars. The fine grit of their remains still swirls in the breeze outside.,0.2023,0.2023
Red,Instant,2.0,common,Giants believe that tossing redcaps at knights is the best way to deal with both.,0.6369,0.6369
Red,Creature,7.0,rare,Giants share nothing but their fury.,0.6805,0.6805
White,Sorcery,6.0,mythic,"Gideon and Liliana may not have seen eye to eye, but that did not stop them from fighting side by side.",-0.2306,0.2306
Green,Instant,2.0,common,"Gideon and Nissa carved a path through the Eldrazi swarm, and their Zendikari allies charged into the fray behind them.",-0.2023,0.2023
Black,Creature,2.0,common,"Gideon eyed the Dimir emissary warily. ""Could your agents slip inside Bolas's citadel?""",0.0,0.0
White,Instant,1.0,uncommon,Gimme five! (Or whatever you got.),0.0,0.0
White,Sorcery,5.0,uncommon,"Gisela cornered the murderous demon among the graves of the dead villagers. ""A fitting end,""",-0.9153,0.9153
Green,Instant,3.0,rare,"Give up these unnatural weapons, these scrolls. Heart and mind and fist are enough. —Zyd, Kamahlite druid",-0.4404,0.4404
White,Creature,4.0,common,"Giving little thought to their own defense, they carried the flag that united their army.",0.6908,0.6908
Black,Enchantment,4.0,rare,Gix despised the sylvan morass. The gouge that the portal had torn in the forest was the only pleasing sight.,-0.0772,0.0772
Blue,Enchantment,4.0,uncommon,Gjornersen entertained his followers by taking bets on which would move first—the drowsing land wurm or the frozen goblins.,0.4019,0.4019
Green,Creature,3.0,common,Glare from the snows in the boreal expanse hides its true size.,0.2023,0.2023
Green,Creature,2.0,common,"Gloomwidow venom is particularly virulent during the spider's first years, when it does most of its hunting near the forest floor.",-0.6115,0.6115
White,Enchantment,4.0,uncommon,Glory surged through her and radiance surrounded her. All things were possible with the blessing of the Divine.,0.9136,0.9136
Red,Instant,3.0,common,Gnarltrunk didn't remember having quite that many knotholes.,0.0,0.0
White,Creature,1.0,common,"Go forth with honor, return with glory.",0.7717,0.7717
Red,Enchantment,1.0,uncommon,Goblin generals don't distinguish between troops and ammunition.,0.0,0.0
Red,Creature,1.0,common,"Goblin innovator, goblin corpse. Tomayto, tomahto.",-0.5719,0.5719
Red,Creature,1.0,common,Goblin lairs sit high in Jund's mountains. This gives the goblins easy access to the sacrificial peaks above and lets them build up a head of steam before attacking prey down below.,-0.0258,0.0258
Red,Sorcery,5.0,common,"Goblin lessons include the 2,071 tips for survival. Frek only remembered 2,070.",0.0,0.0
Red,Creature,1.0,common,"Goblin mountaineer, barely keeps his family fed.",0.0,0.0
Red,Sorcery,5.0,common,Goblins and architects seldom get along.,0.0,0.0
Red,Sorcery,2.0,common,"Goblins are eager to follow orders, especially when those orders involve stealing, hurting, annoying, eating, destroying, or swearing.",-0.9042,0.9042
Red,Creature,5.0,common,Goblins are more aggressive with a crowd to cheer them on.,0.3415,0.3415
Red,Sorcery,4.0,uncommon,Goblins can carry their body weight in loot.,0.0,0.0
Red,Creature,2.0,uncommon,"Goblins climb and swing with ease, whether through a pirate ship's rigging or a tree's branches.",0.3612,0.3612
Red,Creature,3.0,common,"Goblins don't know much about physics, but they know lots about falling and rocks.",-0.2263,0.2263
Red,Creature,4.0,uncommon,"Goblins don't know the meaning of the word ""tactics""",0.0,0.0
Black,Creature,2.0,uncommon,"Goblins fear the slith, believing they are children banished from the womb of the Steel Mother, deep within Kuldotha.",-0.4939,0.4939
Red,Sorcery,3.0,rare,Goblins generally have two possessions: one per hand.,0.4939,0.4939
Red,Enchantment,3.0,common,Goblins in the first wave of a fire raid always bemoan the aim of everyone else.,-0.34,0.34
Red,Sorcery,2.0,common,Goblins journey to the sacrificial peaks in pairs so that the rare survivor might be able to relate the details of the other's grisly demise.,0.3612,0.3612
Red,Instant,6.0,uncommon,Goblins only have two speeds: hard loaf and full-on hammer freak-out.,-0.1027,0.1027
Red,Creature,3.0,common,Goblins prefer caves to just about anything else. Caves prefer just about anything else to goblins.,0.0,0.0
Red,Creature,5.0,common,Goblins prize its hide for building rock sled runners.,0.3818,0.3818
Red,Enchantment,2.0,uncommon,Goblins resolve disputes by splitting everything straight down the middle.,0.34,0.34
Red,Creature,1.0,common,"Goblins were first to see the potential of hedrons in the fight against the Eldrazi, for the magical stones came ready-made with pointy bits.",-0.3818,0.3818
Red,Creature,3.0,common,"Goblins' eager curiosity leads them to scavenging, petty theft, and the rigging of sleek pirate ships. Some stop at scavenging.",-0.128,0.128
Red,Sorcery,3.0,common,Goblins' fearlessness and diminutive size make them the perfect cannoneers.,0.7003,0.7003
Red,Sorcery,3.0,uncommon,"Goblins' motivational techniques are crude, but effective.",0.4215,0.4215
Red,Enchantment,3.0,uncommon,"Goblins, like snowflakes, are only dangerous in numbers.",-0.1531,0.1531
Red,Creature,1.0,uncommon,"Godo trained their muscles and honed their skills, but he left their hearts wild and empty.",-0.296,0.296
